Day,Combined Graduate Level Examination: (India),NDA Exam: (India),REET: (India),CSIR UGC NET: (India),UGC NET: (India)
2020-12-05,9.040886121178092,0.0,3.2522917497010764,4.666666666666666,4.08813861680514
2020-12-06,9.794293297942934,0.0,1.7218015145476286,5.333333333333333,3.3448406864769327
2020-12-07,10.736052268898984,1.5716180371352784,3.2522917497010764,4.666666666666666,2.787367238730777
2020-12-08,9.605941503751723,1.964522546419098,1.9131127939418096,0.0,4.273963099387192
2020-12-09,10.924404063090195,1.7680702917771882,3.0609804703068955,0.0,2.787367238730777
2020-12-10,10.359348680516565,2.3574270557029173,2.8696691909127146,0.0,4.459787581969243
2020-12-11,11.489459445663826,1.5716180371352784,3.2522917497010764,0.0,3.7164896516410364
2020-12-12,11.677811239855036,1.5716180371352784,3.4436030290952573,0.0,3.902314134223088
2020-12-13,12.242866622428666,2.1609748010610077,3.4436030290952573,0.0,2.973191721312829
2020-12-14,12.807922005002297,2.1609748010610077,3.2522917497010764,0.0,4.273963099387192
2020-12-15,16.19825430044408,1.5716180371352784,4.591470705460344,0.0,4.08813861680514
2020-12-16,14.50308815272319,1.7680702917771882,3.826225587883619,0.0,3.902314134223088
2020-12-17,15.44484712367924,1.7680702917771882,6.121960940613791,0.0,3.5306651690589845
2020-12-18,13.93803277014956,1.3751657824933685,8.800318852132325,0.0,4.08813861680514
2020-12-19,12.996273799193508,1.5716180371352784,6.313272220007972,0.0,4.831436547133347
2020-12-20,10.924404063090195,2.1609748010610077,3.634914308489438,0.0,2.4157182735666733
2020-12-21,12.242866622428666,1.3751657824933685,5.739338381825429,0.0,3.7164896516410364
2020-12-22,12.807922005002297,1.5716180371352784,4.208848146671981,0.0,3.5306651690589845
2020-12-23,10.170996886325353,1.964522546419098,6.504583499402153,0.0,4.831436547133347
2020-12-24,11.489459445663826,2.1609748010610077,4.782781984854524,0.0,3.5306651690589845
2020-12-25,10.359348680516565,3.5361405835543764,4.591470705460344,0.0,3.902314134223088
2020-12-26,9.605941503751723,3.1432360742705567,4.208848146671981,0.0,4.08813861680514
2020-12-27,9.982645092134144,3.5361405835543764,6.121960940613791,0.0,3.5306651690589845
2020-12-28,8.852534326986882,3.3396883289124664,4.0175368672778005,0.0,4.273963099387192
2020-12-29,18.835179419121026,3.732592838196286,2.8696691909127146,8.0,3.3448406864769327
2020-12-30,14.6914399469144,4.5184018567639255,5.356715823037067,0.0,3.159016203894881
2020-12-31,14.50308815272319,3.5361405835543764,5.356715823037067,5.333333333333333,2.973191721312829
2021-01-01,11.301107651472616,4.125497347480105,4.0175368672778005,0.0,3.3448406864769327
2021-01-02,14.6914399469144,4.125497347480105,4.782781984854524,0.0,3.3448406864769327
2021-01-03,13.184625593384718,4.714854111405835,5.356715823037067,0.0,3.159016203894881
2021-01-04,16.19825430044408,4.5184018567639255,7.461139896373058,0.0,3.3448406864769327
2021-01-05,15.821550712061661,4.5184018567639255,8.417696293343962,4.666666666666666,3.902314134223088
2021-01-06,16.951661477208923,3.929045092838196,6.504583499402153,0.0,3.3448406864769327
2021-01-07,14.881765078471393,4.918387591306701,6.63493670886076,0.0,3.5130000850605345
2021-01-08,14.077345344499966,4.508521958697808,7.400506329113925,0.0,2.2081714820380505
2021-01-09,13.071820677035683,5.533186040220038,6.63493670886076,0.0,3.613371516062264
2021-01-10,15.485079878949962,3.893723509784471,7.145316455696203,0.0,3.814114378065723
2021-01-11,14.278450277992823,4.098656326088917,12.759493670886076,0.0,2.810400068048428
2021-01-12,14.47955521148568,3.2789250608711336,9.442025316455696,0.0,3.211885792055346
2021-01-13,13.675135477514253,5.123320407611146,7.910886075949367,0.0,2.007428620034591
2021-01-14,11.261876275599972,4.098656326088917,4.593417721518987,0.0,2.6096572060449685
2021-01-15,13.675135477514253,3.893723509784471,7.910886075949367,0.0,3.412628654058805
2021-01-16,15.283974945457105,3.2789250608711336,8.421265822784811,0.0,2.6096572060449685
2021-01-17,11.261876275599972,3.4838578771755793,10.207594936708862,0.0,3.0111429300518866
2021-01-18,14.881765078471393,3.893723509784471,7.655696202531646,0.0,3.412628654058805
2021-01-19,13.272925610528539,5.533186040220038,8.931645569620255,0.0,3.814114378065723
2021-01-20,14.47955521148568,3.6887906934800254,7.910886075949367,0.0,3.211885792055346
2021-01-21,14.077345344499966,2.4591937956533503,8.931645569620255,0.0,3.814114378065723
2021-01-22,14.278450277992823,3.2789250608711336,9.186835443037975,13.170731707317074,2.4089143440415093
2021-01-23,15.08287001196425,2.664126611957796,6.124556962025316,0.0,3.814114378065723
2021-01-24,14.077345344499966,3.073992244566688,7.910886075949367,0.0,3.613371516062264
2021-01-25,14.077345344499966,4.3035891423933625,8.421265822784811,0.0,3.0111429300518866
2021-01-26,13.071820677035683,2.4591937956533503,3.827848101265823,0.0,2.6096572060449685
2021-01-27,14.680660144978535,2.0493281630444584,5.614177215189874,0.0,3.613371516062264
2021-01-28,15.68618481244282,2.664126611957796,4.338227848101266,0.0,3.0111429300518866
2021-01-29,18.50165388134281,1.6394625304355668,5.358987341772152,0.0,3.814114378065723
2021-01-30,19.104968681821383,2.664126611957796,4.338227848101266,0.0,3.814114378065723
2021-01-31,20.110493349285665,2.8690594282622417,4.593417721518987,0.0,3.613371516062264
2021-02-01,12.468505876557114,2.8690594282622417,5.103797468354431,0.0,3.613371516062264
2021-02-02,10.85966640861426,3.073992244566688,7.910886075949367,17.5609756097561,5.219314412089937
2021-02-03,12.468505876557114,1.6394625304355668,6.63493670886076,15.365853658536587,7.026000170121069
2021-02-04,9.854141741149975,3.2789250608711336,5.8693670886075955,21.951219512195124,5.821542998100314
2021-02-05,11.060771342107117,2.0493281630444584,6.379746835443038,24.146341463414636,6.423771584110692
2021-02-06,10.055246674642833,1.6394625304355668,7.145316455696203,0.0,3.814114378065723
2021-02-07,11.060771342107117,2.664126611957796,4.593417721518987,0.0,5.420057274093396
2021-02-08,10.658561475121402,1.4345297141311208,5.103797468354431,15.365853658536587,5.018571550086478
2021-02-09,11.664086142585687,0.0,5.103797468354431,0.0,6.6245144461141505
2021-02-10,13.474030544021396,2.254260979348904,5.358987341772152,0.0,6.223028722107233
2021-02-11,12.468505876557114,1.8443953467400127,4.083037974683545,0.0,5.018571550086478
2021-02-12,13.272925610528539,0.0,3.5726582278481014,0.0,5.420057274093396
2021-02-13,10.457456541628547,2.254260979348904,4.848607594936709,0.0,5.219314412089937
2021-02-14,9.451931874164263,0.0,3.827848101265823,0.0,3.613371516062264
2021-02-15,11.664086142585687,0.0,4.338227848101266,0.0,4.416342964076101
2021-02-16,10.85966640861426,2.0493281630444584,7.145316455696203,0.0,5.219314412089937
2021-02-17,10.658561475121402,2.254260979348904,3.5726582278481014,0.0,5.821542998100314
2021-02-18,11.46298120909283,0.0,4.083037974683545,0.0,4.817828688083019
2021-02-19,16.89281441339996,1.4345297141311208,5.8693670886075955,0.0,6.223028722107233
2021-02-20,16.088394679428532,1.8443953467400127,4.083037974683545,0.0,5.620800136096856
2021-02-21,13.675135477514253,1.4345297141311208,4.083037974683545,0.0,4.416342964076101
2021-02-22,14.47955521148568,1.8443953467400127,5.103797468354431,0.0,5.620800136096856
2021-02-23,11.664086142585687,2.0493281630444584,2.5518987341772155,0.0,6.223028722107233
2021-02-24,12.468505876557114,2.254260979348904,2.5518987341772155,0.0,5.420057274093396
2021-02-25,12.468505876557114,2.0493281630444584,2.0415189873417723,0.0,7.4274858941279875
2021-02-26,12.669610810049969,1.8443953467400127,1.7863291139240507,0.0,6.022285860103773
2021-02-27,9.451931874164263,2.664126611957796,1.7863291139240507,0.0,5.219314412089937
2021-02-28,11.060771342107117,2.254260979348904,1.7863291139240507,0.0,5.821542998100314
2021-03-01,14.278450277992823,3.2789250608711336,2.5518987341772155,0.0,7.4274858941279875
2021-03-02,11.060771342107117,3.073992244566688,2.0415189873417723,0.0,9.03342879015566
2021-03-03,11.261876275599972,3.2789250608711336,1.7863291139240507,0.0,6.022285860103773
2021-03-04,10.457456541628547,2.664126611957796,2.0415189873417723,0.0,6.223028722107233
2021-03-05,10.457456541628547,1.6394625304355668,1.531139240506329,0.0,7.026000170121069
2021-03-06,11.261876275599972,2.664126611957796,0.0,0.0,5.821542998100314
2021-03-07,11.060771342107117,2.254260979348904,0.0,0.0,5.821542998100314
2021-03-08,12.870715743542826,3.073992244566688,2.807088607594937,0.0,6.223028722107233
2021-03-09,12.0662960095714,2.664126611957796,3.062278481012658,0.0,6.223028722107233
2021-03-10,12.267400943064256,2.8690594282622417,2.807088607594937,0.0,6.022285860103773
2021-03-11,10.25635160813569,2.4591937956533503,0.0,0.0,3.814114378065723
2021-03-12,11.261876275599972,2.8690594282622417,0.0,0.0,4.61708582607956
2021-03-13,9.04972200717855,3.073992244566688,1.7863291139240507,0.0,4.61708582607956
2021-03-14,9.250826940671406,2.664126611957796,0.0,0.0,4.817828688083019
2021-03-15,10.85966640861426,2.254260979348904,0.0,0.0,5.018571550086478
2021-03-16,10.85966640861426,3.2789250608711336,0.0,0.0,5.018571550086478
2021-03-17,10.85966640861426,3.073992244566688,2.2967088607594937,0.0,6.6245144461141505
2021-03-18,11.060771342107117,4.098656326088917,2.0415189873417723,0.0,5.620800136096856
2021-03-19,11.865191076078542,2.254260979348904,2.0415189873417723,0.0,5.219314412089937
2021-03-20,11.664086142585687,2.0493281630444584,2.0415189873417723,0.0,4.817828688083019
2021-03-21,9.65303680765712,3.073992244566688,0.0,0.0,3.814114378065723
2021-03-22,9.854141741149975,3.2789250608711336,2.0415189873417723,0.0,6.223028722107233
2021-03-23,9.250826940671406,2.4591937956533503,1.7863291139240507,0.0,6.223028722107233
2021-03-24,9.451931874164263,2.664126611957796,0.0,0.0,6.82525730811761
2021-03-25,10.457456541628547,2.254260979348904,2.2967088607594937,0.0,5.620800136096856
2021-03-26,10.457456541628547,2.4591937956533503,3.062278481012658,0.0,4.014857240069182
2021-03-27,9.04972200717855,3.6887906934800254,2.2967088607594937,0.0,4.61708582607956
2021-03-28,5.630938137799986,3.073992244566688,0.0,0.0,4.215600102072641
2021-03-29,6.8375677387571265,2.664126611957796,0.0,0.0,2.4089143440415093
2021-03-30,8.647512140192836,2.0493281630444584,0.0,0.0,5.018571550086478
2021-03-31,10.457456541628547,2.8690594282622417,0.0,0.0,5.420057274093396
2021-04-01,12.267400943064256,3.2789250608711336,0.0,0.0,5.420057274093396
2021-04-02,11.46298120909283,5.328253223915592,0.0,0.0,7.026000170121069
2021-04-03,11.261876275599972,3.2789250608711336,0.0,0.0,5.821542998100314
2021-04-04,9.854141741149975,4.918387591306701,0.0,0.0,5.420057274093396
2021-04-05,12.0662960095714,3.2789250608711336,0.0,0.0,4.61708582607956
2021-04-06,10.658561475121402,4.508521958697808,0.0,0.0,5.219314412089937
2021-04-07,11.46298120909283,3.073992244566688,0.0,0.0,6.022285860103773
2021-04-08,9.250826940671406,4.3035891423933625,0.0,0.0,5.018571550086478
2021-04-09,10.055246674642833,4.098656326088917,0.0,0.0,5.420057274093396
2021-04-10,11.261876275599972,4.508521958697808,0.0,0.0,5.821542998100314
2021-04-11,9.65303680765712,4.3035891423933625,0.0,0.0,5.018571550086478
2021-04-12,10.658561475121402,5.328253223915592,0.0,0.0,4.215600102072641
2021-04-13,8.848617073685693,7.5825142032644965,0.0,0.0,6.6245144461141505
2021-04-14,10.457456541628547,7.787447019568942,0.0,0.0,5.219314412089937
2021-04-15,11.46298120909283,7.377581386960051,0.0,0.0,7.828971618134905
2021-04-16,9.65303680765712,13.525565876093426,0.0,0.0,8.230457342141824
2021-04-17,7.23977760574284,14.550229957615656,0.0,0.0,6.223028722107233
2021-04-18,8.848617073685693,7.787447019568942,0.0,0.0,7.026000170121069
2021-04-19,8.245302273207123,6.352917305437821,0.0,0.0,4.416342964076101
2021-04-20,9.250826940671406,5.123320407611146,0.0,0.0,5.219314412089937
2021-04-21,8.245302273207123,4.713454775002255,0.0,0.0,5.219314412089937
2021-04-22,8.647512140192836,2.254260979348904,0.0,0.0,5.620800136096856
2021-04-23,5.832043071292843,3.2789250608711336,0.0,0.0,4.215600102072641
2021-04-24,6.636462805264269,2.254260979348904,0.0,0.0,4.61708582607956
2021-04-25,8.044197339714266,4.3035891423933625,1.531139240506329,0.0,4.014857240069182
2021-04-26,8.245302273207123,2.8690594282622417,0.0,0.0,3.814114378065723
2021-04-27,6.435357871771413,2.8690594282622417,0.0,0.0,3.412628654058805
2021-04-28,7.038672672249983,2.664126611957796,0.0,0.0,3.814114378065723
2021-04-29,6.0331480047857,3.073992244566688,0.0,0.0,4.014857240069182
2021-04-30,6.8375677387571265,3.073992244566688,0.0,0.0,4.014857240069182
2021-05-01,5.42983320430713,2.8690594282622417,0.0,0.0,3.412628654058805
2021-05-02,6.0331480047857,3.893723509784471,0.0,0.0,3.211885792055346
2021-05-03,8.044197339714266,3.2789250608711336,0.0,15.365853658536587,3.613371516062264
2021-05-04,8.245302273207123,2.664126611957796,0.0,0.0,3.814114378065723
2021-05-05,8.245302273207123,2.664126611957796,0.0,0.0,3.814114378065723
2021-05-06,8.647512140192836,3.6887906934800254,0.0,0.0,5.018571550086478
2021-05-07,7.440882539235696,2.254260979348904,0.0,0.0,3.412628654058805
2021-05-08,7.23977760574284,3.893723509784471,0.0,0.0,4.215600102072641
2021-05-09,5.027623337321416,3.893723509784471,0.0,0.0,3.211885792055346
2021-05-10,7.038672672249983,2.664126611957796,0.0,0.0,3.613371516062264
2021-05-11,5.832043071292843,2.254260979348904,0.0,0.0,2.2081714820380505
2021-05-12,7.23977760574284,3.073992244566688,0.0,0.0,2.810400068048428
2021-05-13,6.435357871771413,3.6887906934800254,0.0,0.0,3.814114378065723
2021-05-14,6.234252938278557,3.6887906934800254,0.0,0.0,2.4089143440415093
2021-05-15,6.636462805264269,2.8690594282622417,0.0,0.0,3.412628654058805
2021-05-16,6.0331480047857,3.073992244566688,0.0,0.0,3.412628654058805
2021-05-17,6.234252938278557,3.6887906934800254,0.0,0.0,3.613371516062264
2021-05-18,5.42983320430713,3.073992244566688,0.0,0.0,3.0111429300518866
2021-05-19,7.23977760574284,3.4838578771755793,0.0,0.0,4.014857240069182
2021-05-20,6.8375677387571265,4.098656326088917,0.0,13.170731707317074,4.014857240069182
2021-05-21,6.435357871771413,3.4838578771755793,0.0,0.0,4.014857240069182
2021-05-22,6.234252938278557,2.8690594282622417,0.0,0.0,4.416342964076101
2021-05-23,6.636462805264269,1.8443953467400127,0.0,0.0,3.814114378065723
